prompt,status,response,sentiment
How long will it take for my delayed baggage to arrive?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the process for claiming delayed baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the fee for extra baggage on international routes?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Can I carry duty-free items as part of my hand luggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I purchase additional baggage allowance online?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you confirm the weight limit for carry-on baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the fee for extra baggage on international routes?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,ON_TIME,Your baggage is on time and will be available shortly.,positive
Can you tell me about your airline's baggage policy?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
Is baggage delivery from flight <MASKED_FLIGHT_NUM> affected by weather conditions?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
How much baggage can I check in on domestic flights?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can I update the delivery address for delayed baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Is baggage delivery from flight <MASKED_FLIGHT_NUM> affected by weather conditions?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
How can I track my checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you provide me with the baggage allowance details for economy class?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Is there a charge for cabin baggage exceeding weight limits?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I purchase additional baggage allowance online?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the expected delivery time for baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Was my baggage rechecked for my connecting flight?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
How much baggage can I check in on domestic flights?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the status of the fragile item in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Are there any restrictions for carrying power banks in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What is the procedure for carrying medicines in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can I carry duty-free items as part of my hand luggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What are the restrictions for carrying liquids and gels in cabin bags?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Is my baggage delayed due to flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What are the next steps for lost baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can you check the status of my luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can you provide me with the baggage allowance details for economy class?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
"Can I carry extra baggage? If yes, how much will it cost?",DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Has my baggage been sent to the wrong destination?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
My baggage has not arrived. Can you help?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
What is the procedure for carrying firearms or ammunition in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Can you confirm the weight limit for carry-on baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
"Can I carry extra baggage? If yes, how much will it cost?",GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What are the items I cannot carry in my baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Are there any restrictions on carrying liquids in hand luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
Is there any compensation for lost baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
How can I track my checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can you tell me if my baggage is still at the airport?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the baggage weight limit for international flights?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What are the next steps for lost baggage from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,positive
Is there an issue with baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the maximum number of bags allowed for international flights?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Are there any restrictions for carrying power banks in checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
I think my baggage is lost. What do I do now?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can you confirm the weight limit for carry-on baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Can you tell me if my baggage is still at the airport?,ON_TIME,Your baggage is on time and will be available shortly.,positive
I need help finding my missing baggage.,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you tell me if my baggage is still at the departure airport?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
How can I track my checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I check in a stroller or car seat for free?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
